Region/country/area,Indicator,Year,Renewable energy share of electricity capacity and generation (%)
Montenegro,RE share of electricity generation (%),2021,61.76
Montenegro,RE share of electricity generation (%),2022,53.33
Montenegro,RE share of electricity generation (%),2023,60.91
Montenegro,RE share of electricity generation (%),2024,-
Montserrat,RE share of electricity capacity (%),2019,3.48
Montserrat,RE share of electricity capacity (%),2020,3.48
Montserrat,RE share of electricity capacity (%),2021,12.59
Montserrat,RE share of electricity capacity (%),2022,12.59
Montserrat,RE share of electricity capacity (%),2023,10.22
Montserrat,RE share of electricity capacity (%),2024,8.88
Montserrat,RE share of electricity generation (%),2019,-
Montserrat,RE share of electricity generation (%),2020,3.2
Montserrat,RE share of electricity generation (%),2021,11.9
Montserrat,RE share of electricity generation (%),2022,12.29
Montserrat,RE share of electricity generation (%),2023,12.49
Montserrat,RE share of electricity generation (%),2024,-
Morocco,RE share of electricity capacity (%),2019,30.54
Morocco,RE share of electricity capacity (%),2020,33.03
Morocco,RE share of electricity capacity (%),2021,33.06
Morocco,RE share of electricity capacity (%),2022,34.28
Morocco,RE share of electricity capacity (%),2023,36.87
Morocco,RE share of electricity capacity (%),2024,38.66
Morocco,RE share of electricity generation (%),2019,18.86
Morocco,RE share of electricity generation (%),2020,18.18
Morocco,RE share of electricity generation (%),2021,18.93
Morocco,RE share of electricity generation (%),2022,17.44
Morocco,RE share of electricity generation (%),2023,18.53
Morocco,RE share of electricity generation (%),2024,-
Mozambique,RE share of electricity capacity (%),2019,77.78
Mozambique,RE share of electricity capacity (%),2020,78.43
Mozambique,RE share of electricity capacity (%),2021,78.44
Mozambique,RE share of electricity capacity (%),2022,77.46
Mozambique,RE share of electricity capacity (%),2023,77.61
Mozambique,RE share of electricity capacity (%),2024,77.65
Mozambique,RE share of electricity generation (%),2019,81.91
Mozambique,RE share of electricity generation (%),2020,83.72
Mozambique,RE share of electricity generation (%),2021,83.12
Mozambique,RE share of electricity generation (%),2022,84.06
Mozambique,RE share of electricity generation (%),2023,83.71
Mozambique,RE share of electricity generation (%),2024,-
Myanmar,RE share of electricity capacity (%),2019,52.6
Myanmar,RE share of electricity capacity (%),2020,44.49
Myanmar,RE share of electricity capacity (%),2021,49.5
Myanmar,RE share of electricity capacity (%),2022,49.06
Myanmar,RE share of electricity capacity (%),2023,49.06
Myanmar,RE share of electricity capacity (%),2024,49.31
Myanmar,RE share of electricity generation (%),2019,40.57
Myanmar,RE share of electricity generation (%),2020,36.61
Myanmar,RE share of electricity generation (%),2021,29.55
Myanmar,RE share of electricity generation (%),2022,44.03
Myanmar,RE share of electricity generation (%),2023,44.03
Myanmar,RE share of electricity generation (%),2024,-
Namibia,RE share of electricity capacity (%),2019,74.62
Namibia,RE share of electricity capacity (%),2020,71.5
Namibia,RE share of electricity capacity (%),2021,71.59
Namibia,RE share of electricity capacity (%),2022,75.51
Namibia,RE share of electricity capacity (%),2023,75.51
Namibia,RE share of electricity capacity (%),2024,75.51
Namibia,RE share of electricity generation (%),2019,90.55
Namibia,RE share of electricity generation (%),2020,86.85
Namibia,RE share of electricity generation (%),2021,85.18
Namibia,RE share of electricity generation (%),2022,87.38
Namibia,RE share of electricity generation (%),2023,90.36
Namibia,RE share of electricity generation (%),2024,-
Nauru,RE share of electricity capacity (%),2019,9.28
Nauru,RE share of electricity capacity (%),2020,9.3
Nauru,RE share of electricity capacity (%),2021,10.91
Nauru,RE share of electricity capacity (%),2022,11.77
Nauru,RE share of electricity capacity (%),2023,11.77
Nauru,RE share of electricity capacity (%),2024,11.77
Nauru,RE share of electricity generation (%),2019,3.84
Nauru,RE share of electricity generation (%),2020,6.12
Nauru,RE share of electricity generation (%),2021,8.64
Nauru,RE share of electricity generation (%),2022,8.82
Nauru,RE share of electricity generation (%),2023,8.82
Nauru,RE share of electricity generation (%),2024,-
Nepal,RE share of electricity capacity (%),2019,95.81
Nepal,RE share of electricity capacity (%),2020,96.2
Nepal,RE share of electricity capacity (%),2021,97.48
Nepal,RE share of electricity capacity (%),2022,97.75
Nepal,RE share of electricity capacity (%),2023,98.13
Nepal,RE share of electricity capacity (%),2024,98.49
Nepal,RE share of electricity generation (%),2019,100
Nepal,RE share of electricity generation (%),2020,100
Nepal,RE share of electricity generation (%),2021,100
Nepal,RE share of electricity generation (%),2022,100
Nepal,RE share of electricity generation (%),2023,100
Nepal,RE share of electricity generation (%),2024,-
Netherlands (Kingdom of the),RE share of electricity capacity (%),2019,34.1
Netherlands (Kingdom of the),RE share of electricity capacity (%),2020,43.41
Netherlands (Kingdom of the),RE share of electricity capacity (%),2021,48.95
Netherlands (Kingdom of the),RE share of electricity capacity (%),2022,52.33
Netherlands (Kingdom of the),RE share of electricity capacity (%),2023,57.17
Netherlands (Kingdom of the),RE share of electricity capacity (%),2024,59.41
Netherlands (Kingdom of the),RE share of electricity generation (%),2019,18.78
Netherlands (Kingdom of the),RE share of electricity generation (%),2020,26.55
Netherlands (Kingdom of the),RE share of electricity generation (%),2021,33.1
Netherlands (Kingdom of the),RE share of electricity generation (%),2022,39.56
Netherlands (Kingdom of the),RE share of electricity generation (%),2023,46.8
Netherlands (Kingdom of the),RE share of electricity generation (%),2024,-
New Caledonia,RE share of electricity capacity (%),2019,21.23
New Caledonia,RE share of electricity capacity (%),2020,23.02
New Caledonia,RE share of electricity capacity (%),2021,26.5
New Caledonia,RE share of electricity capacity (%),2022,25.6
New Caledonia,RE share of electricity capacity (%),2023,25.87
New Caledonia,RE share of electricity capacity (%),2024,25.93
New Caledonia,RE share of electricity generation (%),2019,13.74
New Caledonia,RE share of electricity generation (%),2020,15.6
New Caledonia,RE share of electricity generation (%),2021,22.48
New Caledonia,RE share of electricity generation (%),2022,25.72
New Caledonia,RE share of electricity generation (%),2023,23.51
New Caledonia,RE share of electricity generation (%),2024,-
New Zealand,RE share of electricity capacity (%),2019,77.84
New Zealand,RE share of electricity capacity (%),2020,77.09
New Zealand,RE share of electricity capacity (%),2021,77.71
New Zealand,RE share of electricity capacity (%),2022,79.94
New Zealand,RE share of electricity capacity (%),2023,78.39
New Zealand,RE share of electricity capacity (%),2024,79.67
New Zealand,RE share of electricity generation (%),2019,82.02
New Zealand,RE share of electricity generation (%),2020,80.43
New Zealand,RE share of electricity generation (%),2021,81.44
New Zealand,RE share of electricity generation (%),2022,86.58
New Zealand,RE share of electricity generation (%),2023,87.62
New Zealand,RE share of electricity generation (%),2024,-
Nicaragua,RE share of electricity capacity (%),2019,45.14
Nicaragua,RE share of electricity capacity (%),2020,45.14
Nicaragua,RE share of electricity capacity (%),2021,45.33
Nicaragua,RE share of electricity capacity (%),2022,45.78
Nicaragua,RE share of electricity capacity (%),2023,45.87
Nicaragua,RE share of electricity capacity (%),2024,46.44
Nicaragua,RE share of electricity generation (%),2019,56.83
Nicaragua,RE share of electricity generation (%),2020,69.87
Nicaragua,RE share of electricity generation (%),2021,69.24
Nicaragua,RE share of electricity generation (%),2022,65.66
Nicaragua,RE share of electricity generation (%),2023,58.66
Nicaragua,RE share of electricity generation (%),2024,-
Niger (the),RE share of electricity capacity (%),2019,3.85
Niger (the),RE share of electricity capacity (%),2020,4
Niger (the),RE share of electricity capacity (%),2021,3.96
Niger (the),RE share of electricity capacity (%),2022,10.02
Niger (the),RE share of electricity capacity (%),2023,15.61
Niger (the),RE share of electricity capacity (%),2024,15.61
Niger (the),RE share of electricity generation (%),2019,5.1
Niger (the),RE share of electricity generation (%),2020,4.87
Niger (the),RE share of electricity generation (%),2021,6.19
Niger (the),RE share of electricity generation (%),2022,10.51
Niger (the),RE share of electricity generation (%),2023,12.15
Niger (the),RE share of electricity generation (%),2024,-
Nigeria,RE share of electricity capacity (%),2019,16.57
Nigeria,RE share of electricity capacity (%),2020,16.68
Nigeria,RE share of electricity capacity (%),2021,16.93
Nigeria,RE share of electricity capacity (%),2022,17.11
Nigeria,RE share of electricity capacity (%),2023,21.29
Nigeria,RE share of electricity capacity (%),2024,21.16
Nigeria,RE share of electricity generation (%),2019,25.39
Nigeria,RE share of electricity generation (%),2020,22.66
Nigeria,RE share of electricity generation (%),2021,25.46
Nigeria,RE share of electricity generation (%),2022,27.28
Nigeria,RE share of electricity generation (%),2023,26.09
Nigeria,RE share of electricity generation (%),2024,-
Niue,RE share of electricity capacity (%),2019,31.11
Niue,RE share of electricity capacity (%),2020,31.11
Niue,RE share of electricity capacity (%),2021,31.11
Niue,RE share of electricity capacity (%),2022,31.11
Niue,RE share of electricity capacity (%),2023,31.11
Niue,RE share of electricity capacity (%),2024,43.47
Niue,RE share of electricity generation (%),2019,13.83
Niue,RE share of electricity generation (%),2020,13.83
Niue,RE share of electricity generation (%),2021,13.83
Niue,RE share of electricity generation (%),2022,10.49
Niue,RE share of electricity generation (%),2023,10.49
Niue,RE share of electricity generation (%),2024,-
North Macedonia,RE share of electricity capacity (%),2019,40.64
North Macedonia,RE share of electricity capacity (%),2020,42.8
North Macedonia,RE share of electricity capacity (%),2021,38.65
North Macedonia,RE share of electricity capacity (%),2022,40.68
North Macedonia,RE share of electricity capacity (%),2023,49.62
North Macedonia,RE share of electricity capacity (%),2024,55.19
North Macedonia,RE share of electricity generation (%),2019,22.89
North Macedonia,RE share of electricity generation (%),2020,27.59
North Macedonia,RE share of electricity generation (%),2021,30.01
North Macedonia,RE share of electricity generation (%),2022,27.01
North Macedonia,RE share of electricity generation (%),2023,32.02
North Macedonia,RE share of electricity generation (%),2024,-
Norway,RE share of electricity capacity (%),2019,97.22
Norway,RE share of electricity capacity (%),2020,97.64
Norway,RE share of electricity capacity (%),2021,97.79
Norway,RE share of electricity capacity (%),2022,98.19
Norway,RE share of electricity capacity (%),2023,98.84
Norway,RE share of electricity capacity (%),2024,98.85
Norway,RE share of electricity generation (%),2019,97.17
Norway,RE share of electricity generation (%),2020,97.97
Norway,RE share of electricity generation (%),2021,98.82
Norway,RE share of electricity generation (%),2022,97.77
Norway,RE share of electricity generation (%),2023,97.67
Norway,RE share of electricity generation (%),2024,-
Oman,RE share of electricity capacity (%),2019,0.66
Oman,RE share of electricity capacity (%),2020,1.5
Oman,RE share of electricity capacity (%),2021,1.72
Oman,RE share of electricity capacity (%),2022,6.09
Oman,RE share of electricity capacity (%),2023,6.23
Oman,RE share of electricity capacity (%),2024,6.23
Oman,RE share of electricity generation (%),2019,0.15
Oman,RE share of electricity generation (%),2020,0.42
Oman,RE share of electricity generation (%),2021,1.97
Oman,RE share of electricity generation (%),2022,3.99
Oman,RE share of electricity generation (%),2023,4.93
Oman,RE share of electricity generation (%),2024,-
Pakistan,RE share of electricity capacity (%),2019,31.37
Pakistan,RE share of electricity capacity (%),2020,32.08
Pakistan,RE share of electricity capacity (%),2021,31.96
Pakistan,RE share of electricity capacity (%),2022,32.42
Pakistan,RE share of electricity capacity (%),2023,33.43
Pakistan,RE share of electricity capacity (%),2024,34.83
Pakistan,RE share of electricity generation (%),2019,30.83
Pakistan,RE share of electricity generation (%),2020,32.11
Pakistan,RE share of electricity generation (%),2021,29.89
Pakistan,RE share of electricity generation (%),2022,30.15
Pakistan,RE share of electricity generation (%),2023,35.01
Pakistan,RE share of electricity generation (%),2024,-
Palau,RE share of electricity capacity (%),2019,8.16
Palau,RE share of electricity capacity (%),2020,8.84
Palau,RE share of electricity capacity (%),2021,12.58
Palau,RE share of electricity capacity (%),2022,12.58
Palau,RE share of electricity capacity (%),2023,39.43
Palau,RE share of electricity capacity (%),2024,39.74
Palau,RE share of electricity generation (%),2019,3.51
Palau,RE share of electricity generation (%),2020,3.92
Palau,RE share of electricity generation (%),2021,5.94
Palau,RE share of electricity generation (%),2022,6.08
Palau,RE share of electricity generation (%),2023,24.3
Palau,RE share of electricity generation (%),2024,-
State of Palestine (the),RE share of electricity capacity (%),2019,34.23
State of Palestine (the),RE share of electricity capacity (%),2020,42.63
State of Palestine (the),RE share of electricity capacity (%),2021,52.85
State of Palestine (the),RE share of electricity capacity (%),2022,54.72
State of Palestine (the),RE share of electricity capacity (%),2023,90.63
State of Palestine (the),RE share of electricity capacity (%),2024,90.86
State of Palestine (the),RE share of electricity generation (%),2019,15.37
State of Palestine (the),RE share of electricity generation (%),2020,21.47
State of Palestine (the),RE share of electricity generation (%),2021,24.92
State of Palestine (the),RE share of electricity generation (%),2022,33.87
State of Palestine (the),RE share of electricity generation (%),2023,33.97
State of Palestine (the),RE share of electricity generation (%),2024,-
Panama,RE share of electricity capacity (%),2019,59.69
Panama,RE share of electricity capacity (%),2020,56.37
Panama,RE share of electricity capacity (%),2021,65.12
Panama,RE share of electricity capacity (%),2022,67.62
Panama,RE share of electricity capacity (%),2023,66.71
Panama,RE share of electricity capacity (%),2024,67.43
Panama,RE share of electricity generation (%),2019,56.5
Panama,RE share of electricity generation (%),2020,75.62
Panama,RE share of electricity generation (%),2021,81.72
Panama,RE share of electricity generation (%),2022,80.08
Panama,RE share of electricity generation (%),2023,55.51
Panama,RE share of electricity generation (%),2024,-
Papua New Guinea,RE share of electricity capacity (%),2019,32.16
Papua New Guinea,RE share of electricity capacity (%),2020,30.76
Papua New Guinea,RE share of electricity capacity (%),2021,29.56
Papua New Guinea,RE share of electricity capacity (%),2022,29.75
Papua New Guinea,RE share of electricity capacity (%),2023,33.66
Papua New Guinea,RE share of electricity capacity (%),2024,33.77
Papua New Guinea,RE share of electricity generation (%),2019,41.88
Papua New Guinea,RE share of electricity generation (%),2020,39.92
Papua New Guinea,RE share of electricity generation (%),2021,39.96
Papua New Guinea,RE share of electricity generation (%),2022,28.78
Papua New Guinea,RE share of electricity generation (%),2023,33.54
Papua New Guinea,RE share of electricity generation (%),2024,-
Paraguay,RE share of electricity capacity (%),2019,99.71
Paraguay,RE share of electricity capacity (%),2020,99.71
Paraguay,RE share of electricity capacity (%),2021,99.71
Paraguay,RE share of electricity capacity (%),2022,99.71
Paraguay,RE share of electricity capacity (%),2023,99.71
Paraguay,RE share of electricity capacity (%),2024,99.71
Paraguay,RE share of electricity generation (%),2019,100
Paraguay,RE share of electricity generation (%),2020,100
Paraguay,RE share of electricity generation (%),2021,100
Paraguay,RE share of electricity generation (%),2022,100
Paraguay,RE share of electricity generation (%),2023,100
Paraguay,RE share of electricity generation (%),2024,-
Peru,RE share of electricity capacity (%),2019,42.65
Peru,RE share of electricity capacity (%),2020,42.85
Peru,RE share of electricity capacity (%),2021,43.02
Peru,RE share of electricity capacity (%),2022,42.54
Peru,RE share of electricity capacity (%),2023,44.72
Peru,RE share of electricity capacity (%),2024,45.45
Peru,RE share of electricity generation (%),2019,60.78
Peru,RE share of electricity generation (%),2020,64.34
Peru,RE share of electricity generation (%),2021,61.65
Peru,RE share of electricity generation (%),2022,55.73
Peru,RE share of electricity generation (%),2023,53.26
Peru,RE share of electricity generation (%),2024,-
Philippines (the),RE share of electricity capacity (%),2019,26.63
Philippines (the),RE share of electricity capacity (%),2020,26.77
Philippines (the),RE share of electricity capacity (%),2021,26.78
Philippines (the),RE share of electricity capacity (%),2022,26.63
Philippines (the),RE share of electricity capacity (%),2023,27.29
Philippines (the),RE share of electricity capacity (%),2024,29.98
Philippines (the),RE share of electricity generation (%),2019,20.19
Philippines (the),RE share of electricity generation (%),2020,20.63
Philippines (the),RE share of electricity generation (%),2021,21.24
Philippines (the),RE share of electricity generation (%),2022,21.42
Philippines (the),RE share of electricity generation (%),2023,21.59
Philippines (the),RE share of electricity generation (%),2024,-
Poland,RE share of electricity capacity (%),2019,21.47
Poland,RE share of electricity capacity (%),2020,24.62
Poland,RE share of electricity capacity (%),2021,30.72
Poland,RE share of electricity capacity (%),2022,39.13
Poland,RE share of electricity capacity (%),2023,45.6
Poland,RE share of electricity capacity (%),2024,49.25
Poland,RE share of electricity generation (%),2019,15.54
Poland,RE share of electricity generation (%),2020,17.88
Poland,RE share of electricity generation (%),2021,17.03
Poland,RE share of electricity generation (%),2022,20.98
Poland,RE share of electricity generation (%),2023,27.41
Poland,RE share of electricity generation (%),2024,-
Portugal,RE share of electricity capacity (%),2019,65.54
Portugal,RE share of electricity capacity (%),2020,65.75
Portugal,RE share of electricity capacity (%),2021,70.86
Portugal,RE share of electricity capacity (%),2022,75.92
Portugal,RE share of electricity capacity (%),2023,77.37
Portugal,RE share of electricity capacity (%),2024,79.13
Portugal,RE share of electricity generation (%),2019,51.56
Portugal,RE share of electricity generation (%),2020,56.71
Portugal,RE share of electricity generation (%),2021,61.87
Portugal,RE share of electricity generation (%),2022,56.56
Portugal,RE share of electricity generation (%),2023,70.05
Portugal,RE share of electricity generation (%),2024,-
Puerto Rico,RE share of electricity capacity (%),2019,9.03
Puerto Rico,RE share of electricity capacity (%),2020,9.73
Puerto Rico,RE share of electricity capacity (%),2021,11.28
Puerto Rico,RE share of electricity capacity (%),2022,13.31
Puerto Rico,RE share of electricity capacity (%),2023,17.13
Puerto Rico,RE share of electricity capacity (%),2024,16.55
Puerto Rico,RE share of electricity generation (%),2019,3.73
Puerto Rico,RE share of electricity generation (%),2020,4.01
Puerto Rico,RE share of electricity generation (%),2021,4.58
Puerto Rico,RE share of electricity generation (%),2022,5.6
Puerto Rico,RE share of electricity generation (%),2023,6.76
Puerto Rico,RE share of electricity generation (%),2024,-
Qatar,RE share of electricity capacity (%),2019,0.23
Qatar,RE share of electricity capacity (%),2020,0.23
Qatar,RE share of electricity capacity (%),2021,0.23
Qatar,RE share of electricity capacity (%),2022,7.22
Qatar,RE share of electricity capacity (%),2023,7.22
Qatar,RE share of electricity capacity (%),2024,13.83
Qatar,RE share of electricity generation (%),2019,0.25
Qatar,RE share of electricity generation (%),2020,0.29
Qatar,RE share of electricity generation (%),2021,0.27
Qatar,RE share of electricity generation (%),2022,1.33
Qatar,RE share of electricity generation (%),2023,3.57
Qatar,RE share of electricity generation (%),2024,-
Réunion,RE share of electricity capacity (%),2019,48.72
Réunion,RE share of electricity capacity (%),2020,49.21
Réunion,RE share of electricity capacity (%),2021,50.2
Réunion,RE share of electricity capacity (%),2022,50.84
Réunion,RE share of electricity capacity (%),2023,61.04
Réunion,RE share of electricity capacity (%),2024,61.04
Réunion,RE share of electricity generation (%),2019,31.25
Réunion,RE share of electricity generation (%),2020,24.65
Réunion,RE share of electricity generation (%),2021,28.21
Réunion,RE share of electricity generation (%),2022,37.74
Réunion,RE share of electricity generation (%),2023,56.69
Réunion,RE share of electricity generation (%),2024,-
Romania,RE share of electricity capacity (%),2019,53.73
Romania,RE share of electricity capacity (%),2020,54.32
Romania,RE share of electricity capacity (%),2021,59.51
Romania,RE share of electricity capacity (%),2022,60.2
Romania,RE share of electricity capacity (%),2023,64.7
Romania,RE share of electricity capacity (%),2024,66.99
Romania,RE share of electricity generation (%),2019,41.32
Romania,RE share of electricity generation (%),2020,43.99
Romania,RE share of electricity generation (%),2021,44.3
Romania,RE share of electricity generation (%),2022,42.16
Romania,RE share of electricity generation (%),2023,48.91
Romania,RE share of electricity generation (%),2024,-
Russian Federation (the),RE share of electricity capacity (%),2019,20.46
Russian Federation (the),RE share of electricity capacity (%),2020,20.97
Russian Federation (the),RE share of electricity capacity (%),2021,21.44
Russian Federation (the),RE share of electricity capacity (%),2022,21.61
Russian Federation (the),RE share of electricity capacity (%),2023,22.37
Russian Federation (the),RE share of electricity capacity (%),2024,22.72
Russian Federation (the),RE share of electricity generation (%),2019,18.8
Russian Federation (the),RE share of electricity generation (%),2020,21.2
Russian Federation (the),RE share of electricity generation (%),2021,21.57
Russian Federation (the),RE share of electricity generation (%),2022,17.92
Russian Federation (the),RE share of electricity generation (%),2023,18.62
Russian Federation (the),RE share of electricity generation (%),2024,-
Rwanda,RE share of electricity capacity (%),2019,53.5
Rwanda,RE share of electricity capacity (%),2020,55.57
Rwanda,RE share of electricity capacity (%),2021,55.81
Rwanda,RE share of electricity capacity (%),2022,50.29
Rwanda,RE share of electricity capacity (%),2023,50.47
Rwanda,RE share of electricity capacity (%),2024,45.96
Rwanda,RE share of electricity generation (%),2019,51.64
Rwanda,RE share of electricity generation (%),2020,60.43
Rwanda,RE share of electricity generation (%),2021,58.16
Rwanda,RE share of electricity generation (%),2022,52.76
Rwanda,RE share of electricity generation (%),2023,52.77
Rwanda,RE share of electricity generation (%),2024,-
Samoa,RE share of electricity capacity (%),2019,38.37
Samoa,RE share of electricity capacity (%),2020,38.95
Samoa,RE share of electricity capacity (%),2021,38.95
Samoa,RE share of electricity capacity (%),2022,40.8
Samoa,RE share of electricity capacity (%),2023,40.79
Samoa,RE share of electricity capacity (%),2024,40.79
Samoa,RE share of electricity generation (%),2019,40.59
Samoa,RE share of electricity generation (%),2020,45.86
Samoa,RE share of electricity generation (%),2021,41.75
Samoa,RE share of electricity generation (%),2022,30.89
Samoa,RE share of electricity generation (%),2023,32.41
Samoa,RE share of electricity generation (%),2024,-
Sao Tome and Principe,RE share of electricity capacity (%),2019,7.42
Sao Tome and Principe,RE share of electricity capacity (%),2020,7.39
Sao Tome and Principe,RE share of electricity capacity (%),2021,6.98
Sao Tome and Principe,RE share of electricity capacity (%),2022,6.39
Sao Tome and Principe,RE share of electricity capacity (%),2023,8.04
Sao Tome and Principe,RE share of electricity capacity (%),2024,8.04
Sao Tome and Principe,RE share of electricity generation (%),2019,5.71
Sao Tome and Principe,RE share of electricity generation (%),2020,5.84
Sao Tome and Principe,RE share of electricity generation (%),2021,6.06
Sao Tome and Principe,RE share of electricity generation (%),2022,5.88
Sao Tome and Principe,RE share of electricity generation (%),2023,5.88
Sao Tome and Principe,RE share of electricity generation (%),2024,-
Saudi Arabia,RE share of electricity capacity (%),2019,0.13
Saudi Arabia,RE share of electricity capacity (%),2020,0.46
Saudi Arabia,RE share of electricity capacity (%),2021,0.49
Saudi Arabia,RE share of electricity capacity (%),2022,0.93
Saudi Arabia,RE share of electricity capacity (%),2023,3.22
Saudi Arabia,RE share of electricity capacity (%),2024,5.02
Saudi Arabia,RE share of electricity generation (%),2019,0.07
Saudi Arabia,RE share of electricity generation (%),2020,0.21
Saudi Arabia,RE share of electricity generation (%),2021,0.22
Saudi Arabia,RE share of electricity generation (%),2022,0.68
Saudi Arabia,RE share of electricity generation (%),2023,1.48
Saudi Arabia,RE share of electricity generation (%),2024,-
Senegal,RE share of electricity capacity (%),2019,21.45
Senegal,RE share of electricity capacity (%),2020,27.57
Senegal,RE share of electricity capacity (%),2021,31.05
Senegal,RE share of electricity capacity (%),2022,28.73
Senegal,RE share of electricity capacity (%),2023,28.68
Senegal,RE share of electricity capacity (%),2024,25.29
Senegal,RE share of electricity generation (%),2019,8.81
Senegal,RE share of electricity generation (%),2020,12.41
Senegal,RE share of electricity generation (%),2021,20.63
Senegal,RE share of electricity generation (%),2022,16.38
Senegal,RE share of electricity generation (%),2023,14.72
Senegal,RE share of electricity generation (%),2024,-
Serbia,RE share of electricity capacity (%),2019,36.46
Serbia,RE share of electricity capacity (%),2020,36.58
Serbia,RE share of electricity capacity (%),2021,36.77
Serbia,RE share of electricity capacity (%),2022,36.77
Serbia,RE share of electricity capacity (%),2023,38.3
Serbia,RE share of electricity capacity (%),2024,38.79
Serbia,RE share of electricity generation (%),2019,27.97
Serbia,RE share of electricity generation (%),2020,26.96
Serbia,RE share of electricity generation (%),2021,33.11
Serbia,RE share of electricity generation (%),2022,28.05
Serbia,RE share of electricity generation (%),2023,34.23
Serbia,RE share of electricity generation (%),2024,-
Seychelles,RE share of electricity capacity (%),2019,9.29
Seychelles,RE share of electricity capacity (%),2020,11.6
Seychelles,RE share of electricity capacity (%),2021,17.95
Seychelles,RE share of electricity capacity (%),2022,18.29
Seychelles,RE share of electricity capacity (%),2023,18.29
Seychelles,RE share of electricity capacity (%),2024,18.11
Seychelles,RE share of electricity generation (%),2019,2.62
Seychelles,RE share of electricity generation (%),2020,3.27
Seychelles,RE share of electricity generation (%),2021,5.66
Seychelles,RE share of electricity generation (%),2022,5.91
Seychelles,RE share of electricity generation (%),2023,5.7
Seychelles,RE share of electricity generation (%),2024,-
Sierra Leone,RE share of electricity capacity (%),2019,41.71
Sierra Leone,RE share of electricity capacity (%),2020,42.22
Sierra Leone,RE share of electricity capacity (%),2021,44.11
Sierra Leone,RE share of electricity capacity (%),2022,45.28
Sierra Leone,RE share of electricity capacity (%),2023,45.35
Sierra Leone,RE share of electricity capacity (%),2024,45.35
Sierra Leone,RE share of electricity generation (%),2019,94.86
Sierra Leone,RE share of electricity generation (%),2020,97.13
Sierra Leone,RE share of electricity generation (%),2021,97.18
Sierra Leone,RE share of electricity generation (%),2022,75.06
Sierra Leone,RE share of electricity generation (%),2023,80.45
Sierra Leone,RE share of electricity generation (%),2024,-
Singapore,RE share of electricity capacity (%),2019,3.48
Singapore,RE share of electricity capacity (%),2020,4.11
Singapore,RE share of electricity capacity (%),2021,5.4
Singapore,RE share of electricity capacity (%),2022,6.91
Singapore,RE share of electricity capacity (%),2023,9.11
Singapore,RE share of electricity capacity (%),2024,13.38
Singapore,RE share of electricity generation (%),2019,1.81
Singapore,RE share of electricity generation (%),2020,1.95
Singapore,RE share of electricity generation (%),2021,2.14
Singapore,RE share of electricity generation (%),2022,3
Singapore,RE share of electricity generation (%),2023,3.26
Singapore,RE share of electricity generation (%),2024,-
Slovakia,RE share of electricity capacity (%),2019,31.47
Slovakia,RE share of electricity capacity (%),2020,30.84
Slovakia,RE share of electricity capacity (%),2021,32.12
Slovakia,RE share of electricity capacity (%),2022,32.59
Slovakia,RE share of electricity capacity (%),2023,32.23
Slovakia,RE share of electricity capacity (%),2024,36.94
Slovakia,RE share of electricity generation (%),2019,23.37
Slovakia,RE share of electricity generation (%),2020,23.78
Slovakia,RE share of electricity generation (%),2021,22.58
Slovakia,RE share of electricity generation (%),2022,21.69
Slovakia,RE share of electricity generation (%),2023,22.44
Slovakia,RE share of electricity generation (%),2024,-
Slovenia,RE share of electricity capacity (%),2019,39.47
Slovenia,RE share of electricity capacity (%),2020,41.02
Slovenia,RE share of electricity capacity (%),2021,41.76
Slovenia,RE share of electricity capacity (%),2022,43.98
Slovenia,RE share of electricity capacity (%),2023,47.81
Slovenia,RE share of electricity capacity (%),2024,50.72
Slovenia,RE share of electricity generation (%),2019,31.3
Slovenia,RE share of electricity generation (%),2020,32.47
Slovenia,RE share of electricity generation (%),2021,34.32
Slovenia,RE share of electricity generation (%),2022,29.89
Slovenia,RE share of electricity generation (%),2023,39.73
Slovenia,RE share of electricity generation (%),2024,-
Solomon Islands,RE share of electricity capacity (%),2019,6.35
Solomon Islands,RE share of electricity capacity (%),2020,6.35
Solomon Islands,RE share of electricity capacity (%),2021,6.35
Solomon Islands,RE share of electricity capacity (%),2022,9.16
Solomon Islands,RE share of electricity capacity (%),2023,11.4
Solomon Islands,RE share of electricity capacity (%),2024,11.4
Solomon Islands,RE share of electricity generation (%),2019,6.69
Solomon Islands,RE share of electricity generation (%),2020,6.63
Solomon Islands,RE share of electricity generation (%),2021,7.11
Solomon Islands,RE share of electricity generation (%),2022,9.22
Solomon Islands,RE share of electricity generation (%),2023,9.74
Solomon Islands,RE share of electricity generation (%),2024,-
Somalia,RE share of electricity capacity (%),2019,5.65
Somalia,RE share of electricity capacity (%),2020,12.63
Somalia,RE share of electricity capacity (%),2021,17.48
Somalia,RE share of electricity capacity (%),2022,30.24
Somalia,RE share of electricity capacity (%),2023,31.81
Somalia,RE share of electricity capacity (%),2024,31.81
Somalia,RE share of electricity generation (%),2019,2.72
Somalia,RE share of electricity generation (%),2020,6.34
Somalia,RE share of electricity generation (%),2021,9.45
Somalia,RE share of electricity generation (%),2022,17.52
Somalia,RE share of electricity generation (%),2023,18.58
Somalia,RE share of electricity generation (%),2024,-
South Africa,RE share of electricity capacity (%),2019,10.91
South Africa,RE share of electricity capacity (%),2020,12.51
South Africa,RE share of electricity capacity (%),2021,12.9
South Africa,RE share of electricity capacity (%),2022,15.94
South Africa,RE share of electricity capacity (%),2023,19.42
